Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-13 09:00:00+07:00,10375.0,10425.0,10375.0,10425.0,10425.0,0
2024-09-13 09:01:00+07:00,10425.0,10425.0,10400.0,10425.0,10425.0,36500
2024-09-13 09:02:00+07:00,10400.0,10425.0,10400.0,10400.0,10400.0,24900
2024-09-13 09:03:00+07:00,10400.0,10425.0,10400.0,10400.0,10400.0,36100
2024-09-13 09:04:00+07:00,10425.0,10425.0,10400.0,10400.0,10400.0,57100
2024-09-13 09:05:00+07:00,10425.0,10425.0,10400.0,10400.0,10400.0,48800
2024-09-13 09:06:00+07:00,10400.0,10425.0,10400.0,10400.0,10400.0,63100
2024-09-13 09:07:00+07:00,10400.0,10425.0,10400.0,10425.0,10425.0,37400
2024-09-13 09:08:00+07:00,10400.0,10425.0,10400.0,10400.0,10400.0,56100
2024-09-13 09:09:00+07:00,10425.0,10425.0,10400.0,10425.0,10425.0,54800
2024-09-13 09:10:00+07:00,10400.0,10425.0,10375.0,10400.0,10400.0,2400000
2024-09-13 09:11:00+07:00,10375.0,10400.0,10375.0,10375.0,10375.0,49500
2024-09-13 09:12:00+07:00,10400.0,10400.0,10350.0,10375.0,10375.0,2600800
2024-09-13 09:13:00+07:00,10350.0,10375.0,10350.0,10375.0,10375.0,84000
2024-09-13 09:14:00+07:00,10350.0,10375.0,10350.0,10350.0,10350.0,136000
2024-09-13 09:15:00+07:00,10375.0,10375.0,10350.0,10375.0,10375.0,196000
2024-09-13 09:16:00+07:00,10350.0,10375.0,10350.0,10375.0,10375.0,154900
2024-09-13 09:17:00+07:00,10375.0,10375.0,10350.0,10375.0,10375.0,243100
2024-09-13 09:18:00+07:00,10350.0,10375.0,10350.0,10350.0,10350.0,65500
2024-09-13 09:19:00+07:00,10375.0,10375.0,10350.0,10375.0,10375.0,64900
2024-09-13 09:20:00+07:00,10375.0,10375.0,10350.0,10375.0,10375.0,62200
2024-09-13 09:21:00+07:00,10375.0,10375.0,10350.0,10350.0,10350.0,134200
2024-09-13 09:22:00+07:00,10375.0,10375.0,10325.0,10325.0,10325.0,1419300
2024-09-13 09:23:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,36200
2024-09-13 09:24:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,111200
2024-09-13 09:25:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,158300
2024-09-13 09:26:00+07:00,10325.0,10350.0,10325.0,10350.0,10350.0,39300
2024-09-13 09:27:00+07:00,10325.0,10350.0,10325.0,10350.0,10350.0,55800
2024-09-13 09:28:00+07:00,10325.0,10350.0,10325.0,10325.0,10325.0,32500
2024-09-13 09:29:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,30600
2024-09-13 09:30:00+07:00,10325.0,10350.0,10325.0,10325.0,10325.0,27900
2024-09-13 09:31:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,248000
2024-09-13 09:32:00+07:00,10350.0,10350.0,10325.0,10350.0,10350.0,37400
2024-09-13 09:33:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,88700
2024-09-13 09:34:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,34400
2024-09-13 09:35:00+07:00,10350.0,10350.0,10325.0,10350.0,10350.0,49000
2024-09-13 09:36:00+07:00,10325.0,10350.0,10325.0,10350.0,10350.0,41400
2024-09-13 09:37:00+07:00,10325.0,10350.0,10325.0,10350.0,10350.0,18000
2024-09-13 09:38:00+07:00,10350.0,10350.0,10325.0,10325.0,10325.0,598400
2024-09-13 09:39:00+07:00,10350.0,10375.0,10350.0,10375.0,10375.0,1529800
2024-09-13 09:40:00+07:00,10400.0,10400.0,10400.0,10400.0,10400.0,0
2024-09-13 09:41:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,7000
2024-09-13 09:42:00+07:00,10400.0,10400.0,10400.0,10400.0,10400.0,31700
2024-09-13 09:43:00+07:00,10375.0,10400.0,10375.0,10375.0,10375.0,10000
2024-09-13 09:44:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,33700
2024-09-13 09:45:00+07:00,10400.0,10400.0,10375.0,10375.0,10375.0,6300
2024-09-13 09:46:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,47500
2024-09-13 09:47:00+07:00,10400.0,10400.0,10375.0,10375.0,10375.0,7200
2024-09-13 09:48:00+07:00,10375.0,10400.0,10375.0,10400.0,10400.0,26200
2024-09-13 09:49:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,30300
2024-09-13 09:50:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,58900
2024-09-13 09:51:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,2200
2024-09-13 09:52:00+07:00,10375.0,10400.0,10375.0,10375.0,10375.0,9100
2024-09-13 09:53:00+07:00,10400.0,10400.0,10375.0,10400.0,10400.0,22900
2024-09-13 09:54:00+07:00,10375.0,10400.0,10375.0,10375.0,10375.0,53400
2024-09-13 09:55:00+07:00,10375.0,10400.0,10375.0,10400.0,10400.0,0
2024-09-13 09:56:00+07:00,10375.0,10400.0,10375.0,10400.0,10400.0,8600
2024-09-13 09:57:00+07:00,10375.0,10400.0,10375.0,10375.0,10375.0,15700
2024-09-13 09:58:00+07:00,10375.0,10400.0,10375.0,10400.0,10400.0,33400
2024-09-13 09:59:00+07:00,10400.0,10400.0,10375.0,10375.0,10375.0,28400
2024-09-13 10:00:00+07:00,10400.0,10400.0,10375.0,10375.0,10375.0,42500
2024-09-13 10:01:00+07:00,10375.0,10400.0,10375.0,10400.0,10400.0,257900
2024-09-13 10:02:00+07:00,10400.0,10400.0,10375.0,10375.0,10375.0,6200
