Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-13 09:00:00+07:00,5200.0,5225.0,5175.0,5225.0,5225.0,0
2024-09-13 09:01:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,454000
2024-09-13 09:02:00+07:00,5200.0,5225.0,5175.0,5225.0,5225.0,1739400
2024-09-13 09:03:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,390500
2024-09-13 09:04:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,1379600
2024-09-13 09:05:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,514000
2024-09-13 09:06:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,309600
2024-09-13 09:07:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,892700
2024-09-13 09:08:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,379600
2024-09-13 09:09:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,1091100
2024-09-13 09:10:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,938300
2024-09-13 09:11:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,332100
2024-09-13 09:12:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,367800
2024-09-13 09:13:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,191500
2024-09-13 09:14:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,238100
2024-09-13 09:15:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,606500
2024-09-13 09:16:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,248600
2024-09-13 09:17:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,1218200
2024-09-13 09:18:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,226800
2024-09-13 09:19:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,216400
2024-09-13 09:20:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,298500
2024-09-13 09:21:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,237200
2024-09-13 09:22:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,920400
2024-09-13 09:23:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,1146400
2024-09-13 09:24:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,682300
2024-09-13 09:25:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,207400
2024-09-13 09:26:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,1095100
2024-09-13 09:27:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,1648400
2024-09-13 09:28:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,502600
2024-09-13 09:29:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,796000
2024-09-13 09:30:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,752500
2024-09-13 09:31:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,561700
2024-09-13 09:32:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,676600
2024-09-13 09:33:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,197600
2024-09-13 09:34:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,378900
2024-09-13 09:35:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,205300
2024-09-13 09:36:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,395600
2024-09-13 09:37:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,957800
2024-09-13 09:38:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,334500
2024-09-13 09:39:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,470500
2024-09-13 09:40:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,5207900
2024-09-13 09:41:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,80400
2024-09-13 09:42:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,325600
2024-09-13 09:43:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,273700
2024-09-13 09:44:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,252100
2024-09-13 09:45:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,157200
2024-09-13 09:46:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,180900
2024-09-13 09:47:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,305400
2024-09-13 09:48:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,468700
2024-09-13 09:49:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,219200
2024-09-13 09:50:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,461000
2024-09-13 09:51:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,436700
2024-09-13 09:52:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,2024800
2024-09-13 09:53:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,196600
2024-09-13 09:54:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,3152700
2024-09-13 09:55:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,536000
2024-09-13 09:56:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,641900
2024-09-13 09:57:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,230000
2024-09-13 09:58:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,244200
2024-09-13 09:59:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,206800
2024-09-13 10:00:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,236400
2024-09-13 10:01:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,131500
2024-09-13 10:02:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,536700
2024-09-13 10:03:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,931900
2024-09-13 10:04:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,274100
2024-09-13 10:05:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,708900
2024-09-13 10:06:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,192500
2024-09-13 10:07:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,243800
2024-09-13 10:08:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,158800
2024-09-13 10:09:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,287600
2024-09-13 10:10:00+07:00,5200.0,5225.0,5200.0,5200.0,5200.0,335700
2024-09-13 10:11:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,85400
2024-09-13 10:12:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,159100
2024-09-13 10:13:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,177500
2024-09-13 10:14:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,162500
2024-09-13 10:15:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,15200
2024-09-13 10:16:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,175200
2024-09-13 10:17:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,263600
2024-09-13 10:18:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,20700
2024-09-13 10:19:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,677800
2024-09-13 10:20:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,162200
2024-09-13 10:21:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,179000
2024-09-13 10:22:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,162500
2024-09-13 10:23:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,410700
2024-09-13 10:24:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,373900
2024-09-13 10:25:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,234900
2024-09-13 10:26:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,284600
2024-09-13 10:27:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,285800
2024-09-13 10:28:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,533900
2024-09-13 10:29:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,450800
2024-09-13 10:30:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,339500
2024-09-13 10:31:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,96700
2024-09-13 10:32:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,237900
2024-09-13 10:33:00+07:00,5225.0,5225.0,5200.0,5200.0,5200.0,491800
2024-09-13 10:34:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,157100
2024-09-13 10:35:00+07:00,5200.0,5225.0,5200.0,5225.0,5225.0,272600
2024-09-13 10:36:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,520700
2024-09-13 10:37:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,321500
2024-09-13 10:38:00+07:00,5225.0,5225.0,5200.0,5225.0,5225.0,96700
